id,doi,title,publication_year,type,topic_id,topic_name,abstract_text,cited_by_count,fwci,institutions_count,countries_count
https://openalex.org/W4362673628,https://doi.org/10.1038/s41566-023-01187-z,Very-large-scale integrated quantum graph photonics,2023,article,T10020,Quantum Information and Cryptography,"Abstract Graphs have provided an expressive mathematical tool to model quantum-mechanical devices and systems. In particular, it has been recently discovered that graph theory can be used to describe and design quantum components, devices, setups and systems, based on the two-dimensional lattice of parametric nonlinear optical crystals and linear optical circuits, different to the standard quantum photonic framework. Realizing such graph-theoretical quantum photonic hardware, however, remains extremely challenging experimentally using conventional technologies. Here we demonstrate a graph-theoretical programmable quantum photonic device in very-large-scale integrated nanophotonic circuits. The device monolithically integrates about 2,500 components, constructing a synthetic lattice of nonlinear photon-pair waveguide sources and linear optical waveguide circuits, and it is fabricated on an eight-inch silicon-on-insulator wafer by complementary metal–oxide–semiconductor processes. We reconfigure the quantum device to realize and process complex-weighted graphs with different topologies and to implement different tasks associated with the perfect matching property of graphs. As two non-trivial examples, we show the generation of genuine multipartite multidimensional quantum entanglement with different entanglement structures, and the measurement of probability distributions proportional to the modulus-squared hafnian (permanent) of the graph’s adjacency matrices. This work realizes a prototype of graph-theoretical quantum photonic devices manufactured by very-large-scale integration technologies, featuring arbitrary programmability, high architectural modularity and massive manufacturing scalability.",189,31.4635,35,5
https://openalex.org/W2211290817,https://doi.org/10.1103/physreva.93.032101,Dynamical response theory for driven-dissipative quantum systems,2016,article,T10020,Quantum Information and Cryptography,"We discuss dynamical response theory of driven-dissipative quantum systems described by Markovian master equations generating semigroups of maps. In this setting thermal equilibrium states are replaced by nonequilibrium steady states, and dissipative perturbations are considered in addition to the Hamiltonian ones. We derive explicit expressions for the linear dynamical response functions for generalized dephasing channels and for Davies thermalizing generators. We introduce the notion of maximal harmonic response and compute it exactly for a single-qubit channel. Finally, we analyze linear response near dynamical phase transitions in quasifree open quantum systems. It is found that the effect of the dynamical phase transition shows up in a peak at the edge of the spectrum in the imaginary part of the dynamical response function.",36,7.9814,2,1
https://openalex.org/W2011420766,https://doi.org/10.1002/pssc.200777644,Influence of recapture on the emission statistics of short radiative lifetime quantum dots,2008,article,T10022,Semiconductor Quantum Structures and Devices,"Abstract Single photon emission is investigated for fast radiative quantum dots. A simple model including capture process shows that the probability that a second photon is emitted increases when decreasing the exciton radiative lifetime. This effect is experimentally demonstrated through photon correlation measurements on single GaAs quantum dots presenting various radiative lifetime. The same model is used to estimate the second order autocorrelation function for an InAs quantum dot experiencing strong Purcell effect. The calculation shows the limitations of using Purcell effect to realize efficient single photon sources. (© 2008 WILEY‐VCH Verlag GmbH &amp; Co. KGaA, Weinheim)",1,0.2314,12,1
https://openalex.org/W2094124713,https://doi.org/10.1109/jqe.2005.854131,Acceleration of gain recovery and dynamics of electrons in QD-SOA,2005,article,T10022,Semiconductor Quantum Structures and Devices,We propose a new method for reducing the patterning effect in quantum-dot semiconductor optical amplifier (QD-SOA) by using an additional light beam. A detailed theoretical analysis of the carrier dynamics in QD-SOA is presented. It is shown that the increase of the bias current only partially improves the QD-SOA temporal behavior. The additional light beam drastically reduces the patterning effect.,56,1.2227,3,1
https://openalex.org/W3131241643,https://doi.org/10.1016/s0034-4877(21)00015-x,Two-Qutrit Entangled f-Coherent States,2021,article,T10020,Quantum Information and Cryptography,,7,0.8388,3,1
https://openalex.org/W4292400114,https://doi.org/10.1063/5.0098561,The role of momentum conservation on the tunneling between a two-dimensional electron gas and self-assembled quantum dots,2022,article,T10022,Semiconductor Quantum Structures and Devices,"The electron tunneling rates between a two-dimensional electron gas (2DEG) and self-assembled InAs quantum dots are studied by applying a magnetic field perpendicular to the tunneling direction. For both the ground and the first excited states, the tunneling rate can be modified by a magnetic field. The field dependence of both the s and p state tunneling rates can be explained with a model, based on momentum matching between the Fermi surface of the 2DEG and the wave function of the quantum dots in momentum space. The results, together with the comparison between charging and discharging rates, provide insight into the filling sequence of the p-state electrons.",1,0.1529,9,2
https://openalex.org/W1985629504,https://doi.org/10.1103/physrevb.71.041301,Dynamics of the in-plane charge separation front in a two-dimensional electron-hole gas,2005,article,T10425,Cold Atom Physics and Bose-Einstein Condensates,We show both experimentally and theoretically that the recently observed optically induced in-plane charge separation in quantum well (QW) structures and the exciton ring emission pattern at this charge separation boundary have an extremely long lifetime. The oppositely charged carriers remain separated and provide a reservoir of excitons at their boundary with a persistent emission which lasts hundreds of microseconds (orders of magnitude longer than their recombination time) after the external excitation is removed. This long lifetime is due to an interplay between the slow in-plane carrier diffusion and slow carrier tunneling perpendicular to the QW plane.,15,0.987,5,1
https://openalex.org/W4282975211,https://doi.org/10.1103/physrevapplied.17.064031,Robust Spin Relaxometry with Fast Adaptive Bayesian Estimation,2022,article,T10478,Diamond and Carbon-based Materials Research,"Spin relaxometry with nitrogen-vacancy (N-$V$) centers in diamond offers a spectrally selective, atomically localized, and calibrated measurement of microwave-frequency magnetic noise, presenting a versatile probe for condensed-matter and biological systems. Typically, relaxation rates are estimated with curve-fitting techniques that do not provide optimal sensitivity, often leading to long acquisition times that are particularly detrimental in systems prone to drift or other dynamics of interest. Here we show that adaptive Bayesian estimation is well suited to this problem, producing dynamic relaxometry pulse sequences that rapidly find an optimal operating regime. In many situations (including the system we employ), this approach can speed the acquisition by an order of magnitude. We also present a four-signal measurement protocol that is robust to drifts in spin readout contrast, polarization, and microwave pulse fidelity while still achieving near-optimal sensitivity. The combined technique offers a practical, hardware-agnostic approach for a wide range of N-$V$ relaxometry applications.",13,0.9803,6,2
https://openalex.org/W2498092127,https://doi.org/10.1007/s00601-016-1138-5,Two-Electron Spherical Quantum Dot in a Magnetic Field,2016,article,T10022,Semiconductor Quantum Structures and Devices,"We investigate three-dimensional, two-electron quantum dots in an external magnetic field B. Due to mixed spherical and cylindrical symmetry the Schrödinger equation is not completely separable. Highly accurate numerical solutions, for a wide range of B, have been obtained by the expansion of wavefunctions in double-power series and by imposing on the radial functions appropriate boundary conditions. The asymptotic limit of a very strong magnetic field and the 2D approach have been considered. Ground state properties of the two-electron semiconductor quantum dots are investigated using both the 3D and 2D models. Theoretical calculations have been compared with recent experimental results.",12,0.8707,1,1
https://openalex.org/W2007428505,https://doi.org/10.1016/j.physletb.2012.01.001,Bremsstrahlung in dark matter annihilation,2012,article,T11090,Dark Matter and Cosmic Phenomena,,40,8.7949,3,1
https://openalex.org/W2570076590,,24aBK-4 The Strong Coupling of Intersubband Transition with LO Phonons in Quantum-well Phototransistors,2015,article,T11111,Spectroscopy and Laser Applications,,0,0.0,7,0
https://openalex.org/W1506168703,https://doi.org/10.1088/1674-1056/21/1/010301,Maximal and total skew information of three-qubit system obtained using nonlinear interaction models,2012,article,T10020,Quantum Information and Cryptography,"Both the maximal and the total skew information have been studied. For a three-qubit system implemented in three nonlinear interaction models, we give the exact state vector at any time t. Based on this, we give the maximal and the total skew information. It is found that they have the same form and their evolution periods are dependent on the energy difference between the ground state and the second excited state in these models. The maximal skew information is always in the (Sx, Sy) plane. We give the condition for the occurrence of |GHZ〉Sy, in which they can reach the extreme values of 9/4 and 15/4, respectively. In three different decoherence channels, two kinds of information and the concurrence are calculated. We find that the phenomenon of the concurrence of sudden death occurs, but the above two kinds of information do not die suddenly. In the phase-damping channel, the two kinds of information will not be lost completely.",2,0.4281,4,1
https://openalex.org/W2053941635,https://doi.org/10.1016/j.physe.2004.01.020,Structure and photoluminescence study of type-II GaAs quantum wires and dots grown on nano-faceted (311)A surface,2004,article,T10022,Semiconductor Quantum Structures and Devices,,3,0.7039,12,2
https://openalex.org/W2069131066,https://doi.org/10.1103/physrevlett.111.230502,Optimal Blind Quantum Computation,2013,article,T10020,Quantum Information and Cryptography,"Blind quantum computation allows a client with limited quantum capabilities to interact with a remote quantum computer to perform an arbitrary quantum computation, while keeping the description of that computation hidden from the remote quantum computer. While a number of protocols have been proposed in recent years, little is currently understood about the resources necessary to accomplish the task. Here, we present general techniques for upper and lower bounding the quantum communication necessary to perform blind quantum computation, and use these techniques to establish concrete bounds for common choices of the client's quantum capabilities. Our results show that the universal blind quantum computation protocol of Broadbent, Fitzsimons, and Kashefi, comes within a factor of 8/3 of optimal when the client is restricted to preparing single qubits. However, we describe a generalization of this protocol which requires exponentially less quantum communication when the client has a more sophisticated device.",85,13.3484,3,3
https://openalex.org/W2057548145,https://doi.org/10.1049/iet-ifs:20060124,EPR quantum key distribution protocols with potential 100% qubit efficiency,2007,article,T10020,Quantum Information and Cryptography,"Public discussion is a useful way for quantum key distribution protocols to reveal the presence of eavesdroppers. However, to ensure better security, nearly 50% of the transmitted qubits are spent in public discussions. Consequently, the original EPR quantum key distribution protocol provides only 25% qubit efficiency and Deng et al.&apos;s scheme delivers only 50% qubit efficiency. By bringing classical cryptographic techniques into the quantum arena, this work proposes EPR quantum key distribution protocols with a potential of 100% qubit efficiency.",56,1.877,2,1
https://openalex.org/W1593999724,https://doi.org/10.1103/physrevb.70.245313,Quantum master equations for the superconductor–quantum dot entangler,2004,article,T10020,Quantum Information and Cryptography,"The operation of a source of entangled electron spins, based on a superconductor and two quantum dots in parallel, is described in detail with the help of quantum master equations. These are derived including the main parasitic processes in a fully consistent and nonperturbative way, starting from a microscopic Hamiltonian. The average current is calculated, including the contribution of entangled and nonentangled pairs. The constraints on the operation of the device are illustrated by a calculation of the various charge state probabilities.",60,4.6213,3,1
https://openalex.org/W3100946439,,Entanglement generation in the ultra-strongly coupled Rabi model,2014,article,T10020,Quantum Information and Cryptography,"We analyze the dynamics of the quantum Rabi model for two qubits interacting through a common bosonic field (resonator), focusing on the generation and detection of maximally entangled states. We obtain analytical results for the unitary dynamics of this system in the slow-qubit (or degenerate) regime, considering ultra-strong coupling between qubits and resonator mode, for which the rotating wave approximation (RWA) is no longer applicable. We also numerically investigate the dynamics beyond the slow-qubit condition in order to study the validity of the model in the presence of less strict conditions.",4,0.422,3,0
https://openalex.org/W2051984345,https://doi.org/10.1007/s11433-013-5224-0,Robust and efficient quantum private comparison of equality with collective detection over collective-noise channels,2013,article,T10020,Quantum Information and Cryptography,,52,9.9538,5,1
https://openalex.org/W4294204654,https://doi.org/10.1016/j.cej.2022.138922,Multi-responsive graphene quantum dots hybrid self-healing structural color hydrogel for information encoding and encryption,2022,article,T10666,Photonic Crystals and Applications,,69,9.938,10,1
https://openalex.org/W4388933848,https://doi.org/10.1088/2058-9565/ad0f6f,Large-alphabet time-bin quantum key distribution and Einstein–Podolsky–Rosen steering via dispersive optics,2023,article,T10020,Quantum Information and Cryptography,"Abstract Quantum key distribution (QKD) has established itself as a groundbreaking technology, showcasing inherent security features that are fundamentally proven. Qubit-based QKD protocols that rely on binary encoding encounter an inherent constraint related to the secret key capacity. This limitation restricts the maximum secret key capacity to one bit per photon. On the other hand, qudit-based QKD protocols have their advantages in scenarios where photons are scarce and noise is present, as they enable the transmission of more than one secret bit per photon. While proof-of-principle entangled-based qudit QKD systems have been successfully demonstrated over the years, the current limitation lies in the maximum distribution distance, which remains at 20 km fiber distance. Moreover, in these entangled high-dimensional QKD systems, the witness and distribution of quantum steering have not been shown before. Here we present a high-dimensional time-bin QKD protocol based on energy-time entanglement that generates a secure finite-length key capacity of 2.39 bit/coincidences and secure cryptographic finite-length keys at 0.24 Mbits s −1 in a 50 km optical fiber link. Our system is built entirely using readily available commercial off-the-shelf components, and secured by nonlocal dispersion cancellation technique against collective Gaussian attacks. Furthermore, we set new records for witnessing both energy-time entanglement and quantum steering over different fiber distances. When operating with a quantum channel loss of 39 dB, our system retains its inherent characteristic of utilizing large-alphabet. This enables us to achieve a secure key rate of 0.30 kbits s −1 and a secure key capacity of 1.10 bit/coincidences, considering finite-key effects. Our experimental results closely match the theoretical upper bound limit of secure cryptographic keys in high-dimensional time-bin QKD protocols (Mower et al 2013 Phys. Rev. A 87 062322; Zhang et al 2014 Phys. Rev. Lett. 112 120506), and outperform recent state-of-the-art qubit-based QKD protocols in terms of secure key throughput using commercial single-photon detectors (Wengerowsky et al 2019 Proc. Natl Acad. Sci. 116 6684; Wengerowsky et al 2020 npj Quantum Inf. 6 5; Zhang et al 2014 Phys. Rev. Lett. 112 120506; Zhang et al 2019 Nat. Photon. 13 839; Liu et al 2019 Phys. Rev. Lett. 122 160501; Zhang et al 2020 Phys. Rev. Lett. 125 010502; Wei et al 2020 Phys. Rev. X 10 031030). The simple and robust entanglement-based high-dimensional time-bin protocol presented here provides potential for practical long-distance quantum steering and QKD with multiple secure bits-per-coincidence, and higher secure cryptographic keys compared to mature qubit-based QKD protocols.",29,4.8947,5,1
https://openalex.org/W1502419421,https://doi.org/10.1109/lfnm.2005.1553257,Ultra-thin quantum wells and fractional monolayer quantum dots of II-IV semiconductors for optoelectronic applicatons,2005,article,T10022,Semiconductor Quantum Structures and Devices,"CdTe/ZnTe and CdSe/ZnSe ultra-thin quantum wells (UTQW) with thickness of few monolayers present very strong excitonic emission and can be combined to cover the red-blue spectral range. They are grown by atomic layer epitaxy and the emission from thickness fluctuations can be completely avoided in many cases by choosing the appropriate growth parameters. Submonolayer coverage of CdSe produces fractional monolayer quantum dots (FMQD) which present very narrow blue emission, indicating a high degree of uniformity in size and shape. These UTQWs and FMQDs appear as promising candidates for the elaboration of red to blue light emission devices based on II-VI compounds",0,0.0,3,1
https://openalex.org/W2493961196,https://doi.org/10.1016/j.aop.2016.07.015,Implementing phase-covariant cloning in circuit quantum electrodynamics,2016,article,T10020,Quantum Information and Cryptography,,4,0.4434,2,1
https://openalex.org/W7144851478,,Dynamics of excitons in an InAs quantum dot at a telecom-band,2008,article,T10022,Semiconductor Quantum Structures and Devices,,0,0.0,2,0
https://openalex.org/W2047329574,https://doi.org/10.1007/s11433-013-5026-4,Geometric measure of quantum discord and the geometry of a class of two-qubit states,2013,article,T10020,Quantum Information and Cryptography,,5,1.4944,6,1
https://openalex.org/W1639867038,,An excitonic state-resolved approach to coherent phonons in quantum dots: generation and relaxation dynamics.,2008,article,T10022,Semiconductor Quantum Structures and Devices,,0,0.0,4,0
https://openalex.org/W2969241977,https://doi.org/10.1088/1367-2630/ab965e,Variational-state quantum metrology,2020,article,T10020,Quantum Information and Cryptography,"Abstract Quantum technologies exploit entanglement to enhance various tasks beyond their classical limits including computation, communication and measurements. Quantum metrology aims to increase the precision of a measured quantity that is estimated in the presence of statistical errors using entangled quantum states. We present a novel approach for finding (near) optimal states for metrology in the presence of noise, using variational techniques as a tool for efficiently searching the high-dimensional space of quantum states, which would be classically intractable. We comprehensively explore systems consisting of up to 9 qubits and find new highly entangled states that are not symmetric under permutations and non-trivially outperform previously known states up to a constant factor 2. We consider a range of environmental noise models; while passive quantum states cannot achieve a fundamentally superior scaling (as established by prior asymptotic results) we do observe a significant absolute quantum advantage. We finally outline a possible experimental setup for variational quantum metrology which can be implemented in near-term hardware.",93,6.9357,5,0
https://openalex.org/W1977881087,https://doi.org/10.1002/pssb.200303030,"Polarized electrons, trions, and nuclei in charged quantum dots",2003,article,T10022,Semiconductor Quantum Structures and Devices,"Abstract We have investigated spin polarization in GaAs quantum dots. Excitons and trions are polarized directly by optical excitation and studied through polarization of photoluminescence. Electrons and nuclei are polarized indirectly through subsequent relaxation processes. Polarized electrons are identified by the Hanle effect for exciton and trion photoluminescence, while polarized nuclei are identified through the Overhauser effect in individual charged quantum dots.",5,0.7551,4,2
https://openalex.org/W1999480296,https://doi.org/10.1063/1.1832750,Quantitative investigations of optical absorption in InAs∕InP(311)B quantum dots emitting at 1.55μm wavelength,2004,article,T10022,Semiconductor Quantum Structures and Devices,We have measured the absorbance of InAs∕InP quantum dots emitting at 1.55μm wavelength with a Fourier transform infrared spectrometer. The sample is a 12-stack InAs quantum dots grown by molecular beam epitaxy on (311)BInP oriented substrate. The absorption coefficient is estimated at 4400cm−1 for 3nm height and 5×1010cm−2 surface density. The absorption of the quantum dot structures is found to be similar to quantum well structures when the number of atoms considered absorbing is equivalent. The Stokes shift between the absorbance and the photoluminescence spectra is also investigated at 4 and 293K.,31,3.0083,10,1
https://openalex.org/W2148531732,https://doi.org/10.1088/0953-4075/42/6/065501,Suppression of error in qubit rotations due to Bloch–Siegert oscillation via the use of off-resonant Raman excitation,2009,article,T11414,Quantum optics and atomic interactions,"The rotation of a quantum bit (qubit) is an important step in quantum computation. The rotation is generally performed using a Rabi oscillation. In a direct two-level qubit system, if the Rabi frequency is comparable to its resonance frequency, the rotating wave approximation is not valid, and the Rabi oscillation is accompanied by the so-called Bloch–Siegert oscillation (BSO) that occurs at twice the frequency of the driving field. One implication of the BSO is that for a given interaction time and Rabi frequency, the degree of rotation experienced by the qubit depends explicitly on the initial phase of the driving field. If this effect is not controlled, it leads to an apparent fluctuation in the rotation of the qubit. Here we show that when an off-resonant lambda system is used to realize a two-level qubit, the BSO is inherently negligible, thus eliminating this source of potential error.",3,0.2283,3,1
https://openalex.org/W2328761140,https://doi.org/10.3390/isis-summit-vienna-2015-t9.3002,Quantum Information with Meaning Inside and Outside the Quantum,2015,article,T10622,Quantum Mechanics and Applications,"The ability to transfer information securely is essential in the modern world we live in. While the field of cryptography has long researched ways to do this, events over the last couple of years have brought the issues of secure information transfer squarely into the public eye. As a consequence, security and cryptography have quickly become issues of social and political importance, sparking debates about the values of privacy and the role of government. An essential ingredient of modern cryptography is the generation of randomness: cryptographic techniques are built on the premise that one has access to random bits. It is well known, however, that computers cannot produce algorithmically random sequences &ndash; that is, sequences with maximal algorithmic information content &ndash; but are doomed to produce &lsquo;pseudorandomness&rsquo;. This lack of randomness can be, and has been, exploited to compromise security, see [4]. The active field of quantum information theory has proposed approaches to provide supposedly &lsquo;unbreakable&rsquo; security by exploiting various quantum phenomena. This security unfortunately relies on assumptions about the nature of quantum measurements and their ability to generate random bits. Anton Zeilinger summarises this by postulating that the simplest quantum systems, qubit, can hold only one bit of classical information [6]. This foundational principle is in line with a wider paradigm shift to view quantum information as an extension of classical information, but it is nonetheless unsatisfying to simply postulate this principle, given its importance in determining the practical advantages of quantum information theory. In order to understand better how quantum mechanics can help generate meaningful information, we instead look to relate the outcomes of quantum measurements to formal properties of the system based on more fundamental assumptions. Indeed, we have shown that a) some of the postulated properties of quantum information follow from the formal structure of the theory and b) a purely formal notion of information within a quantum world can generate, via measurement, meaningful and useful information in the macroscopic world (for example, in cryptography). The indeterminism of quantum measurements can be formalised via the notion of value indefiniteness. To explain this concept, let us consider an arbitrary quantum system and ask whether the outcome of a measurement of any observable quantity A (such as the energy of the system, its angular momentum (spin), etc.) is determined prior to the measurement. If this is the case, then we say the observable is value definite with value v(A); otherwise, the observable is value indefinite and v(A) is undefined. Mathematically, one can reduce all observable quantities to so-called projection observables, which can only take the values 0 or 1. Thus, the question of whether the outcome of several measurements can be simultaneously determined in advance can be rephrased in terms of the information &lsquo;carried&rsquo; by a particular system in a definite quantum state. Classically, one expects that all quantities are determined in advance, and hence all observables are value definite. Quantum mechanically, however, the belief is that this is not the case, and the information content of quantum systems is limited. Formulating carefully the notion of value indefiniteness allows us to formalise the notion of (quantum) indeterminism; however, this doesn&rsquo;t help clarify whether quantum systems are indeed value indefinite or not. Staying in this formal framework, the Kochen-Specker theorem [5] provides a first positive result, showing that at least some observables must be value indefinite if one makes the assumption known as non-contextuality, which states that any definite values that exist must be independent of other compatible measurements that may or may not be performed on the system. Under the same assumption, this theorem can be strengthened to show that only one single observable can have the definite value 1 (see [2]). Furthermore, only observables that can be measured simultaneously with this single one can have the definite value 0; the rest must all be value indefinite. Since the preparation of a system involves precisely ensuring that, usually via measurement, the system is in a definite state with respect to some desired observable, this result shows that no other incompatible observable can be value definite. That is, preparing a system in a definite state by making the &lsquo;preparation&rsquo; observable value definite specifies completely the information content of the quantum system. This is an example of syntactical quantum information acquiring meaning at the level of the quantum itself. Can the syntactical information at the level of the quantum generate meaning outside the quantum, that is, at the macroscopic level? The results cited above hold in the Hilbert-space framework of quantum mechanics and are formulated only in terms of a syntactical notion of information. Their real importance becomes evident when one interprets them in the context of quantum measurements. Specifically, if we prepare a quantum system in a known state, they allow us to &lsquo;locate&rsquo; observables which we can measure, but which are value indefinite; that is, observables whose measurement results are not specified by any pre-existing property of the quantum system. Furthermore, with respect to a mathematical model of unpredictability which we developed in [3], the results of these measurements can be shown to be absolutely unpredictable. In this way we get a mathematical explanation and justification of the largely accepted intuition that quantum mechanics is inherently unpredictable, and that this unpredictability arises from the phenomenon of indefiniteness within the quantum world. Furthermore, if one considers a hypothetical infinite sequence generated by the repeated measurement of a quantum value indefinite observable, one can prove that these sequences must be strongly incomputable, technically &lsquo;bi-immune&rsquo; [1]. Such sequences cannot be generated by any Turing machine or classical computer, showing that value indefiniteness leads to a clear classical/quantum split in a purely algorithmic context. Importantly, bi-immunity is a property of observed, macroscopic quantities, quite separate from the quantum framework in which the value indefiniteness is formalised. This form of macroscopic meaning created from the lack of syntactic information is precisely the scenario that quantum random number generators try to create, and which is essential for the development and certification of quantum cryptographic systems. The fact that the macroscopic information created goes beyond anything classically obtainable serves as a valuable practical resource, outside of and removed from the quantum formalism. To conclude, quantum information creates meaning within the quantum and via measure- ment, the lack of information within the quantum, creates meaning and valuable information at the macroscopic level. Acknowledgments The second author thanks Prof. S. Marcus for useful conversations on quantum information theory. This work was supported in part by Marie Curie FP7-PEOPLE-2010-IRSES Grant RANPHYS. References and Notes Abbott, A.A.; Calude, C.S.; Svozil, K. Strong Kochen-Specker theorem and incomputability of quantum randomness. Physical Review A 2012, 86, 062109. Abbott, A.A.; Calude, C.S.; Svozil, K. Value-indefinite observables are almost everywhere. Physical Review A 2013, 89, 032109. Abbott, A.A.; Calude, C.S.; Svozil, K. On the unpredictability of individual quantum measurement outcomes. CDMTCS Research Report 2014, 458. Calude, C.S. Quantum randomness &amp; cryptology. CyberTalk 2013, 3, 42&ndash;43. Kochen, S.; Specker, E. The problem of hidden variables in quantum mechanics. Journal of Mathematics and Mechanics 1967, 17, 59&ndash;87. Zeilinger, A. A foundational principle for quantum mechanics. Foundations of Physics 1999, 29(4),631&ndash;643.",0,0.0,3,3
https://openalex.org/W2316703819,https://doi.org/10.1088/1751-8121/aa5194,Spin flip of multiqubit states in discrete phase space,2017,article,T10020,Quantum Information and Cryptography,"Time reversal and spin flip are discrete symmetry operations of substantial import to quantum information and quantum computation. Spin flip arises in the context of separability, quantification of entanglement and the construction of Universal NOT gates. The present work investigates the relationship between the quantum state of a multiqubit system represented by the Discrete Wigner Function (DWFs) and its spin-flipped counterpart. The two are shown to be related through a Hadamard matrix that is independent of the choice of the quantum net used for the tomographic reconstruction of the DWF. These results would be of interest to cases involving the direct tomographic reconstruction of the DWF from experimental data and in the analysis of entanglement related properties purely in terms of the Discrete Wigner function.",2,0.4154,2,1
https://openalex.org/W1977088955,https://doi.org/10.1016/j.ssc.2005.02.008,Estimation of built-in dipole moment in InAs quantum dots,2005,article,T10022,Semiconductor Quantum Structures and Devices,,4,0.0,6,1
https://openalex.org/W44969472,,"Resonances, dissipation and decoherence in exotic and artificial atoms",2010,article,T10425,Cold Atom Physics and Bose-Einstein Condensates,"There are several reasons why exotic and artificial atoms attract the interest of different scientific communities.In exotic atoms, matter and antimatter can coexist for surprisingly long times. Thus, they present a unique natural laboratory for high precision antimatter studies. In artificial atoms, electrons can be confined in an externally controlled way. This aspect is crucial, as it opens new possibilities for high precision measurements and also makes artificial atoms promising potential candidates for qubits, i.e. the essential bricks for quantum computation.The first part of the thesis presents theoretical studies of resonant states in antiprotonic atoms and spherical two-electron quantum dots, where well established techniques, frequently used for conventional atomic systems, can be applied after moderate modifications. In the framework of Markovian master equations, it is then demonstrated that systems containing resonant states can be approached as open systems in which the resonance width determines the environmental coupling. The second part of the thesis focuses on possible quantum computational aspects of two kinds of artificial atoms, quantum dots and Penning traps. Environmentally induced decoherence, the main obstacle for a practical realization of a quantum computer based on these devices, is studied within a simple phenomenological model. As a result, the dependence of the decoherence timescales on the temperature of the heat bath and environmental scattering rates is obtained.",0,0.0,1,0
https://openalex.org/W3208483362,,Engineered semiconductor quantum dots for quantum photonics,2018,article,T10666,Photonic Crystals and Applications,,0,0.0,1,0
https://openalex.org/W2100742478,https://doi.org/10.11113/mjfas.v4n2.54,Structures And Bandgaps Of Small Range Gallium Arsenide Nanocluster,2014,article,T10022,Semiconductor Quantum Structures and Devices,"There is currently a lot of excitement about Gallium Arsenide nanoclusters due in part to the prediction that smallenough GaxAsy clusters will act as “quantum dot” whose bandgaps can be tuned by varying the cluster size. Small range GaAs clusters ( x + y /10) were studied by using first principles calculation where structural properties and bandgap were investigated. We obtained the results of bandgap which are larger than the simulated bandgap of bulk GaAs. In this paper, we discuss the effect of GaAs cluster size to the energy bandgap.",2,0.2173,3,1
https://openalex.org/W2123481220,https://doi.org/10.1557/proc-0891-ee10-31,Comparison of Lasing Characteristics of GaInNAs Quantum Dot Lasers and GaInNAs Quantum Well Lasers,2005,article,T10022,Semiconductor Quantum Structures and Devices,,0,0.0,3,1
https://openalex.org/W3145208395,,Current Status of Efforts for High Conversion Efficiency of NV Center in Diamond,2021,article,T10478,Diamond and Carbon-based Materials Research,,0,0.0,1,0
https://openalex.org/W1873699227,https://doi.org/10.1109/drc.1994.1009440,Quantum cascade laser: a unipolar intersubband semiconductor laser operating at 125 K,2005,article,T11111,Spectroscopy and Laser Applications,"A new semiconductor injection laser (Quantum Cascade Laser) which differs in a fundamental way fiom diode lasers has been demonstrated. It relies on only one type of carrier (it is a unipolar semiconductor laser), and on electronic transitions between conduction band energy levels of quantum wells. Such intersubband lasers were originally proposed 25 years ago, but despite considerable effort thip ;s the first structure to achieve laser action. The present device operates at a wavelength of 4.26 microns, but since the wavelength is entirely determined by quantum confinement, it can be tailored from the mid-infrared to the submillimeter region using the same heterostructure material. Electrons streaming down a potential staircase sequentially emit photons at the steps. The latter consist of coupled quantum wells in which population inversion between discrete conduction band excited states is achieved in a 4-level atomic like laser scheme using tunneling injection. The AlInAs/GaInAs structure comprises 25 stages, each consisting of a graded gap n-type injection layer and a three coupled-well active region, cladded by waveguiding layers. The undoped active region includes 0.8 nm and 3.5 nm thick GaInAs wells separated by 3.5 nm AlInAs barriers. The reduced spatial overlap between the states of the laser transition and the strong tunnel-coupling to a nearby 2.8 nm GaInAs well ensure population inversion. A dramatic narrowing of the emission spectrum and attendant order of magnitude increase of the optical power above a current threshold = 10 kA/cm2 provide direct evidence of laser action. Powers = 20 mW in pulsed operation have been obtained at 80 K. Operating temperatures up to 125 K have been achieved with 5 mW of power. An outstanding feature of this laser is that the gain is much less sensitive to temperature than conventional semiconductor lasers. A detailed study of the temperature dependence of the threshold indicates a To = 125 K. In addition, the intrinsic linewidth of these lasers is expected to be Schawlow-Townes limited, similar to atomic lasers, without the linewidth enhancement factor typical of diode lasers. For a preliminary account of the operation of this laser at 10 K see Ref. 2.",0,0.0,7,1
